#TYPE VMware.VimAutomation.ViCore.Impl.V1.VM.UniversalVirtualMachineImpl
"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","ExtensionData","CustomFields","Id","Uid","Client"
"FC1ssDev1F-03","PoweredOn",,"FC1ssDev1F-03:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500b274b-02a0-c748-4c41-bb1e51b6df40","windows7Server64Guest","44.126470102928578853607177734","44.126470651477575302124023437","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216959","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216959/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"ARISDEV","PoweredOn","","ARISDEV:Microsoft Windows Server 2012 (64-bit)","6","2","12288","12","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500ba840-4b49-95cb-27e0-4f89d4f35b6e","windows8Server64Guest","102.115348339080810546875","102.11534887831658124923706055","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-190568","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-190568/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"eBoard-dev","PoweredOn","","eBoard-dev:Microsoft Windows Server 2012 (64-bit)","4","2","12288","12","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v10","500be291-92de-80d3-7161-95636ab77c25","windows8Server64Guest","72.123746925033628940582275391","72.123747468926012516021728516","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-106318","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-106318/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1OCR7-PS-TST01","PoweredOn",,"FC1OCR7-PS-TST01:Microsoft Windows 7 (64-bit)","4","1","2048","2","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/20480","v10","500be107-8cb6-b2f3-bdbf-a78b1ea886a2","windows7_64Guest","32.130242926068603992462158203","32.130243480205535888671875000","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216648","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216648/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1XenApp-DEV04","PoweredOn",,"FC1XenApp-DEV04:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500ba4e9-32cb-f9b8-fcf9-e367b5ed6891","winNetStandardGuest","44.802154657430946826934814453","44.802155323326587677001953125","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216967","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216967/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"ssMnt1F-01","PoweredOn","","ssMnt1F-01:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500b49e9-b37c-c757-d34f-70fbfc7f6d6f","windows7Server64Guest","44.131220709532499313354492188","44.131221252493560314178466797","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-68173","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-68173/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Almprotest02","PoweredOn","","Almprotest02:Microsoft Windows Server 2008 R2 (64-bit)","4","1","8192","8","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","501d7cdc-0f51-ab80-c819-00814167c134","windows7Server64Guest","48.133203751407563686370849609","48.133204298093914985656738281","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-247","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-247/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1mb-apptest-1","PoweredOn",,"FC1mb-apptest-1:Microsoft Windows Server 2008 (32-bit)","2","1","4096","4","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500bdf5b-3139-c447-d6cb-ab12ff033601","winLonghornGuest","39.812177972868084907531738281","39.812178525142371654510498047","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216641","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216641/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Fc1DevWs12","PoweredOn",,"Fc1DevWs12:Microsoft Windows 7 (64-bit)","4","4","8192","8","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","500ba246-5f52-0617-f649-29e605cb97a5","windows7_64Guest","68.127408683300018310546875","68.127409170381724834442138672","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-248053","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-248053/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"CTX-DB1-TST","PoweredOn","","CTX-DB1-TST:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501dff5e-ec65-fd00-477c-342229266369","windows7Server64Guest","36.13056580722332000732421875","36.130566352047026157379150391","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-68154","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-68154/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"ssMnt1F-04","PoweredOn","","ssMnt1F-04:Microsoft Windows Server 2012 (64-bit)","2","1","4096","4","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v10","500be240-9ff9-331e-d6f6-8136580c483d","windows8Server64Guest","44.114924549125134944915771484","44.114925092086195945739746093","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-391","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-391/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"mobi-app-test","PoweredOn","","mobi-app-test:Microsoft Windows Server 2008 R2 (64-bit)","4","1","4096","4","HostSystem-host-204283","bib-vwpap-a02.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/40960","v10","501df874-9af6-d6bb-8418-721f7d032243","windows7Server64Guest","44.656487225554883480072021484","44.656487774103879928588867187","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-11186","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-11186/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1devcrispweb2","PoweredOn",,"FC1devcrispweb2:Microsoft Windows Server 2012 (64-bit)","4","2","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/40960","v10","500b5388-cb91-c690-3f3d-953468649f4d","windows8Server64Guest","21.137084074318408966064453125","44.111694025807082653045654297","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216631","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216631/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1ssDev1F-01","PoweredOn",,"FC1ssDev1F-01:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500b52d5-1579-754e-1e37-e906681894b3","windows7Server64Guest","44.126806835643947124481201172","44.126807384192943572998046875","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216957","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216957/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC3DEVBIBCOAPP","PoweredOn",,"FC3DEVBIBCOAPP:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223366","FC3","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500ba85f-94d9-2500-0065-523054c7e811","windows7Server64Guest","36.125976120121777057647705078","36.125976670533418655395507812","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223772","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223772/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Fc1DevWs13","PoweredOn",,"Fc1DevWs13:Microsoft Windows 7 (64-bit)","4","4","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","500bc561-3ec0-a6af-dfc1-0c9818be9273","windows7_64Guest","68.127570014446973800659179688","68.127570501528680324554443360","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-248054","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-248054/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1ob-adaptertest1","PoweredOn",,"FC1ob-adaptertest1:Microsoft Windows Server 2008 (32-bit)","1","1","2048","2","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/20480","v10","500b34d0-c66d-b16f-aa8f-4b8c41b83277","winLonghornGuest","27.800297038629651069641113281","27.800297617912292480468750000","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216646","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216646/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"DevPrgWs01","PoweredOn","","DevPrgWs01:Microsoft Windows 7 (64-bit)","2","2","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","500b5d7d-3e28-5833-92c5-8ffdd7feaa20","windows7_64Guest","48.130954495631158351898193359","48.130955038592219352722167968","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-208516","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-208516/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1OnlineWebTest","PoweredOn",,"FC1OnlineWebTest:Microsoft Windows Server 2008 R2 (64-bit)","2","1","2048","2","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/20480","v10","500bf996-4a70-6121-92d0-e67e1c630d65","windows7Server64Guest","42.126935375854372978210449219","42.126935929991304874420166016","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216954","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216954/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC3aml-fe-tst","PoweredOn",,"FC3aml-fe-tst:Oracle Linux 4/5/6/7 (64-bit)","1","1","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223366","FC3","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/81920","v10","500b06f4-96e3-ed28-d6ab-a8bc5e83c7f5","oracleLinux64Guest","48.107060771435499191284179688","48.107062058523297309875488282","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223769","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223769/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Fc1DevWs10","PoweredOn",,"Fc1DevWs10:Microsoft Windows 7 (64-bit)","4","4","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","500b4e0e-c1d4-debc-756e-d81cdf5e3c6f","windows7_64Guest","60.127361217513680458068847656","68.127361704595386981964111328","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-248051","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-248051/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC2ADAPTER7","PoweredOn",,"FC2ADAPTER7:Microsoft Windows Server 2003 Standard (32-bit)","2","1","1024","1","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223365","FC2","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/10240","v10","500bc8be-e081-69a7-3778-5ace7bb690a5","winNetStandardGuest","11.576042276807129383087158203","11.576042935252189636230468750","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223429","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223429/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"ssMnt1F-05","PoweredOn","","ssMnt1F-05:Microsoft Windows Server 2012 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v10","500b5908-c1bb-45da-e553-9a193a01ba4f","windows8Server64Guest","44.113970618695020675659179688","44.113971161656081676483154297","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-388","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-388/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1uat-bibcoiss","PoweredOn",,"FC1uat-bibcoiss:Microsoft Windows Server 2012 (64-bit)","2","1","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","500b4656-4727-d6d8-dde4-e83d6e7d9267","windows8Server64Guest","48.109940332360565662384033203","48.109940884634852409362792969","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216962","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216962/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-PF-TST01","PoweredOn","","XenApp-PF-TST01:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d9cbe-9098-c28b-2c8e-ca9e39a4ba27","winNetStandardGuest","34.804108900949358940124511719","34.804109474644064903259277344","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-222","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-222/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC2QABIBCOAPP","PoweredOn",,"FC2QABIBCOAPP:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223365","FC2","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500b3e79-5dfa-50eb-5365-29a00c7d1a1d","windows7Server64Guest","32.126178582198917865753173828","36.126179130747914314270019531","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223406","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223406/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC3XenApp-PF-DEV01","PoweredOn",,"FC3XenApp-PF-DEV01:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223366","FC3","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500bffb7-e998-d18e-f33f-189d443257e5","winNetStandardGuest","34.799700637347996234893798828","34.799701216630637645721435547","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223762","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223762/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC2XenApp-DEV01","PoweredOn",,"FC2XenApp-DEV01:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223365","FC2","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500ba95c-106f-eb0a-07e3-a67dd1abd793","winNetStandardGuest","30.800226317718625068664550781","34.800226891413331031799316406","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223418","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223418/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"DevPrgWs02","PoweredOn","","DevPrgWs02:Microsoft Windows 7 (64-bit)","2","2","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","500b73fb-30b2-0808-82f9-309f2d940140","windows7_64Guest","48.131231633014976978302001953","48.131232175976037979125976562","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-208517","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-208517/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC3CtxFsDev1","PoweredOn",,"FC3CtxFsDev1:Microsoft Windows Server 2012 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223366","FC3","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500b1855-742a-4de8-f415-d4e089beb424","windows8Server64Guest","84.10931328590959310531616211","84.10931384749710559844970703","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-226280","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-226280/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC2fixapi-test","PoweredOn",,"FC2fixapi-test:Microsoft Windows Server 2003 Standard (32-bit)","2","1","2048","2","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223365","FC2","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/20480","v10","500b111b-90ab-b1e2-6f9d-7ede4e21297c","winNetStandardGuest","14.799579351209104061126708984","14.799579923041164875030517578","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223390","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223390/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1devbibcoapp","PoweredOn",,"FC1devbibcoapp:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500bd08d-d61d-69c8-1316-232e16391391","windows7Server64Guest","36.126914318650960922241210938","36.126914869062602519989013672","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216629","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216629/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
